"DATE","DailyAverageDryBulbTemperature","DailyAverageRelativeHumidity","DailyAverageSeaLevelPressure","DailyAverageStationPressure","DailyAverageWindSpeed","DailyCoolingDegreeDays","DailyHeatingDegreeDays","DailyDepartureFromNormalAverageTemperature","DailyMaximumDryBulbTemperature","DailySnowfall","DailyMinimumDryBulbTemperature","DailyPrecipitation","DailySustainedWindDirection","DailySustainedWindSpeed","MTD_PRCP","WindDirection"
"2018-12-21 23:59:00",34,84,29.69,28.94,13.6,0,31,7.7,38,0,29,0.05,360,22,1.67,"N"
"2018-12-22 23:59:00",31,79,29.94,29.21,6.2,0,34,4.9,34,0,28,0,200,13,1.67,"S"
"2018-12-23 23:59:00",33,71,30.08,29.34,11.2,0,32,7.1,38,0,28,0,260,24,1.67,"W"
"2018-12-24 23:59:00",28,67,30.23,29.49,5.8,0,37,2.3,33,0,23,0,270,17,1.67,"W"
"2018-12-25 23:59:00",37,77,30.28,29.54,3.6,0,28,11.5,45,0,28,0,240,12,1.67,"SW"
"2018-12-26 23:59:00",37,75,30.37,29.63,5.2,0,28,11.6,47,0,26,0,130,18,1.67,"SE"
"2018-12-27 23:59:00",46,86,29.83,29.08,15.6,0,19,20.8,53,0,39,0.66,170,22,2.33,"S"
"2018-12-28 23:59:00",42,86,29.86,29.1,15.2,0,23,17,53,0.2,30,0.08,230,24,2.41,"SW"
"2018-12-29 23:59:00",26,88,30.23,29.49,7.6,0,39,1.1,30,0.9,22,0.05,240,21,2.46,"SW"
"2018-12-30 23:59:00",28,76,30.06,29.28,11.1,0,37,3.2,36,0,19,0,210,20,2.46,"SW"
"2018-12-31 23:59:00",35,94,29.78,29.05,8.7,0,30,10.4,39,0,31,0.86,360,25,3.32,"N"
