"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019",
"Pre-demographic dividend","PRE","Children out of school, primary, female","SE.PRM.UNER.FE","","","","","","","","","","","","","","14768790","14735343","14634651","14638149","14217610","13676886","12938990","12774768","12661417","12869649","13063584","13499313","14265121","15170425","16172721","16822384","17802932","18328552","18376880","19162728","19393200","19861364","20388840","21813984","21054848","21252600","21218412","20937474","20412924","19598060","18224360","17678292","17566036","17014002","16969748","16780956","16837276","17600000","17300000","17200000","17600000","17500000","18100000","18400000","19000000","19300000","",
"Puerto Rico","PRI","Children out of school, primary, female","SE.PRM.UNER.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10539","15067","13375","15636","15897","18949","25882","","","",
"Korea, Dem. People’s Rep.","PRK","Children out of school, primary, female","SE.PRM.UNER.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16650","","","","","","35719","","","","",
"Portugal","PRT","Children out of school, primary, female","SE.PRM.UNER.FE","","","","","","","","","","","","","","59376","60147","","38135","33615","21410","","23562","20656","","","","","","","","","","4113","","","7063","","","","","","","","","","","","","","","","","","","","2343","4830","6625","3478","","",
"Paraguay","PRY","Children out of school, primary, female","SE.PRM.UNER.FE","","","","","","","","","","","45044","","66661","","","50942","49740","47968","44287","41434","36388","31614","","31917","33485","34553","38778","37687","34342","29076","25110","19178","49377","16609","31733","","20886","","","7123","966","2121","9393","11815","13595","11826","18432","26537","33859","38768","39526","39531","41864","","","","","","","",
"West Bank and Gaza","PSE","Children out of school, primary, female","SE.PRM.UNER.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16699","16596","20577","21486","22906","25257","31182","31909","33197","28219","24469","22579","19138","12333","9454","8308","8422","8057","6068","6032","",
"Pacific island small states","PSS","Children out of school, primary, female","SE.PRM.UNER.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17037","16280","13788","13076","12614","17361","13465","14169","18311","17702","13448","11404","10659","10846","10310","9500","10358","10673","11290","10990","11885","13710","2912","3486","4833","17140","","","",
"Post-demographic dividend","PST","Children out of school, primary, female","SE.PRM.UNER.FE","","","","","","","","","","","","","","","","4266826","3919111","3651647","3453790","3311443","2489186","2510641","2277345","2439145","2545995","2494538","2175822","1812232","1565763","1417841","1463506","1382883","1548773","1572838","1593229","1474594","1495065","1358163","1034769","872268","915106","723338","894830","898306","867414","614276","568461","518364","530725","562997","666013","710248","687430","647831","577027","550642","386681","396518","524146","",
"French Polynesia","PYF","Children out of school, primary, female","SE.PRM.UNER.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Qatar","QAT","Children out of school, primary, female","SE.PRM.UNER.FE","","","","","","","","","","","","1707","1165","1088","1278","","859","1113","771","737","","878","","1261","1153","1312","840","2174","2494","3009","3831","5073","6109","6210","4914","","","","","","547","","","","","","648","","","","","","","2116","2590","1832","1940","1613","309","",
"Romania","ROU","Children out of school, primary, female","SE.PRM.UNER.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","163167","110487","79528","71726","72212","45107","60625","56349","50418","31444","12183","","2429","10023","9591","10876","10281","11683","13590","18009","","","41212","51610","","","",
"Russian Federation","RUS","Children out of school, primary, female","SE.PRM.UNER.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","110024","231932","","","","","","","","","","","170175","147644","45598","6665","","","","","58883","26164","6234","","","",
"Rwanda","RWA","Children out of school, primary, female","SE.PRM.UNER.FE","","","","","","","","","","","","","","170137","180389","189613","","183100","178776","","","","","","","","","","","","","","","","","","","","","87107","","","120105","91614","","","","","","","","","","","","","1351","20487","38344","",
"South Asia","SAS","Children out of school, primary, female","SE.PRM.UNER.FE","","","","","","","","","","","25639592","26690320","26461260","24947916","25663364","25232770","25429484","24954180","27300508","27838312","27622266","27149040","27738668","27277174","26664032","27207288","26431212","28151958","26863068","25361508","25905728","26095538","25892668","24701566","23654910","23586600","23429300","23506012","24419064","23683324","21887704","21529262","20641248","14487874","12405909","10816387","9929340","8234539","7511783","7788932","7444375","7696461","7408323","6677129","6552180","7055872","6854089","6922004","6820773","",
"Saudi Arabia","SAU","Children out of school, primary, female","SE.PRM.UNER.FE","","","","","","","","","","","","","","","","","","","","467507","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","137202","46867","45039","","","","","","","","",
"Sudan","SDN","Children out of school, primary, female","SE.PRM.UNER.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1265226","1256427","1246702","1237439","1246776","1175863","1226657","","",
"Senegal","SEN","Children out of school, primary, female","SE.PRM.UNER.FE","","","","","","","","","","","","","","","","","","","315530","318073","324816","330707","336247","340861","349393","357386","335499","","352591","","382201","","409666","","","","410228","383502","365981","382382","355841","","","310851","328403","322162","295466","273781","263913","262104","252742","247440","217729","234981","232127","238090","270603","236447","","",
"Singapore","SGP","Children out of school, primary, female","SE.PRM.UNER.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Solomon Islands","SLB","Children out of school, primary, female","SE.PRM.UNER.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9317","7459","7712","","","","","","","","","","","1982","",
"Sierra Leone","SLE","Children out of school, primary, female","SE.PRM.UNER.FE","","","","","","","","","","","","","","","","","","","","","","","","210865","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23588","","","9053","","","","",
"El Salvador","SLV","Children out of school, primary, female","SE.PRM.UNER.FE","","","","","","","","","","","110265","","","","","","","","","","","","","97629","","","","","","","","","","","","","","","37827","","30470","27250","19668","18491","","","","","","","","","","","23765","30766","34932","49111","","",
"San Marino","SMR","Children out of school, primary, female","SE.PRM.UNER.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","29","72","96","96","90","76","35","26","29","","68","61","","","88","","","","","","","","","","","","","","","","","","","",
"Somalia","SOM","Children out of school, primary, female","SE.PRM.UNER.FE","","","","","","","","","","","","","","","","","263328","296823","343562","385127","426485","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Serbia","SRB","Children out of school, primary, female","SE.PRM.UNER.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","165","1692","2256","5510","7666","3434","4830","4381","1283","934","1026","1250","1625","",
"Sub-Saharan Africa (excluding high income)","SSA","Children out of school, primary, female","SE.PRM.UNER.FE","","","","","","","","","","","","","","","","17067592","17183930","16865544","16554141","16043853","15744345","15454545","15365637","15684608","16352419","17295418","18406494","19513558","20379016","20865932","21714724","21797540","22516200","22902848","23369992","23884600","25112998","24228700","24256508","24096002","23388980","22662734","22254588","21163056","20464956","19561572","18708148","18026804","17561368","17552536","18500000","17800000","17600000","17600000","17600000","18200000","18500000","19000000","19300000","",
"South Sudan","SSD","Children out of school, primary, female","SE.PRM.UNER.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","501309","","","","580070","","","","",
"Sub-Saharan Africa","SSF","Children out of school, primary, female","SE.PRM.UNER.FE","","","","","","","","","","","","","","","","17068056","17184520","16866152","16554747","16044546","15745183","15455301","15366329","15685299","16353153","17296064","18407068","19514266","20379836","20866758","21715482","21798202","22516860","22903456","23370376","23884920","25113316","24228904","24256530","24096024","23389052","22663120","22254656","21163088","20464990","19561608","18708284","18026930","17561504","17552676","18500000","17800000","17600000","17600000","17600000","18200000","18500000","19000000","19300000","",
"Small states","SST","Children out of school, primary, female","SE.PRM.UNER.FE","","","","","","","","","","","331411","341986","337191","331554","316069","304849","298371","286849","298858","306904","311918","304921","296176","297029","294910","292523","306042","311205","324757","336817","370321","389365","406934","415612","403499","409983","410497","406552","401503","407507","366863","344156","335700","324458","316807","308983","292696","288412","283124","282321","269712","258634","255942","249858","249757","245019","263088","258457","258459","",
"Sao Tome and Principe","STP","Children out of school, primary, female","SE.PRM.UNER.FE","","","","","","","","","","","","","","","","","","","","","","","","359","378","","","","787","","798","","","","","","","","","2453","","","795","545","347","356","","1245","1186","967","1182","","","1774","1832","2024","","1037","","",
"Suriname","SUR","Children out of school, primary, female","SE.PRM.UNER.FE","","","","","","","","","","","","","","","","","","1995","1653","","","","","","","","","","","","","","","","","","","","","","","","","","","5112","4406","5028","2948","1770","2371","2856","2787","2967","2886","2589","2197","3560","3640","",
"Slovak Republic","SVK","Children out of school, primary, female","SE.PRM.UNER.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5263","8839","10876","10977","8970","5777","2861","2704","3929","5287","5932","4674","4430","5532","6683","7296","6061","","",
"Slovenia","SVN","Children out of school, primary, female","SE.PRM.UNER.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3683","2687","2370","980","1538","1328","1567","1139","753","20","","","430","382","365","324","26","","144","207","","","","","",
"Sweden","SWE","Children out of school, primary, female","SE.PRM.UNER.FE","","","","","","","","","","","","","","","","","","","","","","","12216","","","","","5803","4623","3558","1294","459","","","","","","","","","","","","3801","11246","15564","15701","11390","4867","","","","","","","","","","","",
"Eswatini","SWZ","Children out of school, primary, female","SE.PRM.UNER.FE","","","","","","","","","","","17933","18538","18222","17451","17295","16536","16698","16874","17402","17707","","16857","18284","19578","20607","20156","21660","21719","23201","24115","23257","23890","23331","24027","21768","18985","19710","","","","","","","","","","","","","17710","12301","9550","12968","15980","15245","16453","16596","17972","","",
"Sint Maarten (Dutch part)","SXM","Children out of school, primary, female","SE.PRM.UNER.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Seychelles","SYC","Children out of school, primary, female","SE.PRM.UNER.FE","","","","","","","","","","","","","","","","","","","","693","","","","","","","","","","","","","","610","386","321","319","","","","","386","69","","","","","","","","","","","","","","","","","",
"Syrian Arab Republic","SYR","Children out of school, primary, female","SE.PRM.UNER.FE","","","","","","","","","","","","256440","","212232","","","","","208129","209180","195009","193263","186624","183345","166455","150987","133203","97206","99830","96257","103444","","","","","","90950","99500","84274","","","","","","","","","","","","","","","263550","","","","","","",
"Turks and Caicos Islands","TCA","Children out of school, primary, female","SE.PRM.UNER.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chad","TCD","Children out of school, primary, female","SE.PRM.UNER.FE","","","","","","","","","","","","","","","","270973","","281476","","","","","","","","","","","365915","","","","","","","","","439118","425839","424272","423774","427058","422585","426305","","","","","","","","497469","","378487","","379252","453380","","","",
"East Asia & Pacific (IDA & IBRD countries)","TEA","Children out of school, primary, female","SE.PRM.UNER.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","11543517","7966499","6788120","5668678","6271447","5838187","5840959","6468108","7412895","8721878","9597022","10412320","8159875","5572348","5177027","4528239","4230355","4148983","4289064","4323540","4781657","3706195","3627307","3280147","3047598","2635227","2881247","2903956","2874586","2972196","3010095","2902942","2980655","",
"Europe & Central Asia (IDA & IBRD countries)","TEC","Children out of school, primary, female","SE.PRM.UNER.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1052100","1112308","1222595","1189337","1249746","1136909","1028269","1040620","915919","771754","581007","570821","678697","691635","636481","535253","564848","482608","462451","467925","422954","460059","414649","419256","411395","456307","",
"Togo","TGO","Children out of school, primary, female","SE.PRM.UNER.FE","","","","","","","","","","","","116592","117092","","","","","","98203","96531","97431","","108770","114060","137172","146611","161705","148056","150706","154683","153314","147785","","","169050","142113","120570","128136","","","","77154","","72306","","64348","","71824","66825","","","","","","62871","","66095","63145","","",
"Thailand","THA","Children out of school, primary, female","SE.PRM.UNER.FE","","","","","","","","","","","","","","1016561","1017622","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","53668","63610","74832","52066","","","","","","","","","","",
"Tajikistan","TJK","Children out of school, primary, female","SE.PRM.UNER.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27487","30567","20435","","","","","","","","","","","","6083","8466","8863","","","",
"Turkmenistan","TKM","Children out of school, primary, female","SE.PRM.UNER.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Latin America & the Caribbean (IDA & IBRD countries)","TLA","Children out of school, primary, female","SE.PRM.UNER.FE","","","","","","","","","","","3350998","3374492","3341512","3245684","3176706","3203734","3098667","2925920","2837689","2488606","2405054","2130668","2115937","2146206","2232041","2142799","2252282","2267057","2375907","2608042","2486120","2414163","2332175","2337164","2576309","2650787","2524102","2763100","1749309","1280477","1134500","1183993","1238838","1239160","1239905","770935","1051026","893491","666119","599313","706669","757693","742187","799496","872208","841840","832826","789279","977006","",
"Timor-Leste","TLS","Children out of school, primary, female","SE.PRM.UNER.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15283","10579","10261","7912","9018","7684","5761","3998","3831","1511","2639","",
"Middle East & North Africa (IDA & IBRD countries)","TMN","Children out of school, primary, female","SE.PRM.UNER.FE","","","","","","","","","","","5376841","5541948","5172912","5122432","5137389","4838144","4622354","4496301","4413350","4666124","4328380","4492739","4345654","4313974","4217607","4223137","4151927","4082060","4004986","4108872","3703140","3633007","4335092","4328991","3942620","4343103","3830889","3899635","3906084","3703147","3392050","2901988","2426063","2195036","2042456","2044475","2040332","1835940","1560600","1414738","1221257","1179680","1067477","1255130","","","","","","",
"Tonga","TON","Children out of school, primary, female","SE.PRM.UNER.FE","","","","","","","","","","","963","1007","487","","901","216","","","","","","","","477","","130","242","","","","507","","","480","","","","","480","796","","","","","","","","","","","","","","","","","","","","",
"South Asia (IDA & IBRD)","TSA","Children out of school, primary, female","SE.PRM.UNER.FE","","","","","","","","","","","25639592","26690320","26461260","24947916","25663364","25232770","25429484","24954180","27300508","27838312","27622266","27149040","27738668","27277174","26664032","27207288","26431212","28151958","26863068","25361508","25905728","26095538","25892668","24701566","23654910","23586600","23429300","23506012","24419064","23683324","21887704","21529262","20641248","14487874","12405909","10816387","9929340","8234539","7511783","7788932","7444375","7696461","7408323","6677129","6552180","7055872","6854089","6922004","6820773","",
"Sub-Saharan Africa (IDA & IBRD countries)","TSS","Children out of school, primary, female","SE.PRM.UNER.FE","","","","","","","","","","","","","","","","17068056","17184520","16866152","16554747","16044546","15745183","15455301","15366329","15685299","16353153","17296064","18407068","19514266","20379836","20866758","21715482","21798202","22516860","22903456","23370376","23884920","25113316","24228904","24256530","24096024","23389052","22663120","22254656","21163088","20464990","19561608","18708284","18026930","17561504","17552676","18500000","17800000","17600000","17600000","17600000","18200000","18500000","19000000","19300000","",
"Trinidad and Tobago","TTO","Children out of school, primary, female","SE.PRM.UNER.FE","","","","","","","","","","","","6404","7263","7846","7855","6664","3219","3119","4269","7949","10761","6185","5769","4974","6241","5960","7537","6198","5493","7219","7926","10352","11003","11745","","","10621","10082","","1382","373","764","3267","2872","726","2577","","","1359","1967","953","","","","","","","","","",
"Tunisia","TUN","Children out of school, primary, female","SE.PRM.UNER.FE","","","","","","","","","","","","160672","","","","182510","","","168986","159760","150472","139468","123076","105749","88816","82027","","","","64280","65766","57916","53390","45420","43032","37768","41718","44856","","39167","29961","15005","","","","203","15","6048","4850","1456","","","","","","","","","","",
"Turkey","TUR","Children out of school, primary, female","SE.PRM.UNER.FE","","","","","","","","","","","","","","","578710","","","","","","","","","","","","","","","","","","","","359628","374468","","370251","","288190","","","","","","","122009","93807","110241","177226","143203","172925","216743","183138","149901","147831","162135","143085","","",
"Tuvalu","TUV","Children out of school, primary, female","SE.PRM.UNER.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","71","49","113","","","",
"Tanzania","TZA","Children out of school, primary, female","SE.PRM.UNER.FE","","","","","","","","","","","","","","","","","","","","","","557840","651238","683353","","845664","898538","966179","1037020","1072945","1121887","1177406","1217841","1274942","1343559","1387689","1423038","1445717","1493950","1514563","1438713","1345839","901815","645320","497480","340378","125889","","37470","","262504","","487610","604459","685233","","668354","700780","842001","",
"Uganda","UGA","Children out of school, primary, female","SE.PRM.UNER.FE","","","","","","","","","","","","","","","","","","","","794936","","790539","775202","","","","685141","","","","","","","","","","","","","","","","","","","","","","","133186","253910","147562","","109769","","","","","","",
"Ukraine","UKR","Children out of school, primary, female","SE.PRM.UNER.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28972","96736","97407","90792","97335","97569","94918","89472","67621","49263","42650","42421","57849","","","","","",
"Upper middle income","UMC","Children out of school, primary, female","SE.PRM.UNER.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","14412007","11255119","10093688","8741321","7537405","7189535","7601034","8284771","9624385","10946878","11841913","12363060","9729125","6624697","6064012","5387255","4555489","3836901","3821028","3323734","4138424","3413604","2971459","2840780","3095356","3172581","3261494","3093413","3016311","2909491","2981582","3019648","3053312","",
"Uruguay","URY","Children out of school, primary, female","SE.PRM.UNER.FE","","","","","","","","","","","","","","","","","","","","","","","","","22167","","","","","","","11437","8627","7521","10111","10929","11584","11634","","","","","","","","","","2181","706","","","","","","4246","","","","","",
"United States","USA","Children out of school, primary, female","SE.PRM.UNER.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","205924","231900","52078","30233","","",
"Uzbekistan","UZB","Children out of school, primary, female","SE.PRM.UNER.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","88657","72486","77973","69483","62898","45738","33535","18323","","","","","",
"St. Vincent and the Grenadines","VCT","Children out of school, primary, female","SE.PRM.UNER.FE","","","","","","","","","","","","","","","","","","","","","","","","","631","","283","","","","","","","","","","","","","","","","","","","237","","","","","","","","","","","","","","",
"Venezuela, RB","VEN","Children out of school, primary, female","SE.PRM.UNER.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","162629","120988","85312","31627","60281","60693","73579","75334","55133","89132","62183","50876","52781","79368","94212","89642","99384","134415","158656","","",
"British Virgin Islands","VGB","Children out of school, primary, female","SE.PRM.UNER.FE","","","","","","","","","","","","","","","","","","","","","","","","69","121","","","","","","","","","","","","","","","14","184","38","","","","69","106","","","","","","78","46","","","","","","",
"Virgin Islands (U.S.)","VIR","Children out of school, primary, female","SE.PRM.UNER.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Vietnam","VNM","Children out of school, primary, female","SE.PRM.UNER.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Vanuatu","VUT","Children out of school, primary, female","SE.PRM.UNER.FE","","","","","","","","","","","","","","","","","","","","","","1530","","","","","","","","3021","","","","","","","","","","424","","","","","414","","","","","","","","","","","1503","","","","",
"World","WLD","Children out of school, primary, female","SE.PRM.UNER.FE","","","","","","","","","","","78266968","80986544","80394416","75231648","74578184","72185912","71819952","74198792","80140160","80599136","78076744","75572864","74557480","73960904","72877408","70020592","66527756","65323352","63426728","61552760","63035508","62666348","63959940","63964320","64258012","66442640","67682808","67902464","65096000","60666976","57351840","54873588","52895388","45056700","42181704","39083784","37986588","34008852","32084156","31859172","32100000","31400000","30800000","30400000","30300000","31400000","31300000","31700000","32300000","",
"Samoa","WSM","Children out of school, primary, female","SE.PRM.UNER.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","630","","","","62","926","","","","","","","","","","","","","","","","","","","","",
"Kosovo","XKX","Children out of school, primary, female","SE.PRM.UNER.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Yemen, Rep.","YEM","Children out of school, primary, female","SE.PRM.UNER.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","904826","","","","710058","658338","598287","","","540698","","467650","","423901","405279","","","431199","","","",
"South Africa","ZAF","Children out of school, primary, female","SE.PRM.UNER.FE","","","","","","","","","","","633294","","","","","","","","","","","","","","","","","","","","","372957","","","354284","333825","","","303972","259943","320974","272002","223655","183488","160915","152855","","","","","","","","","","","","198498","","",
"Zambia","ZMB","Children out of school, primary, female","SE.PRM.UNER.FE","","","","","","","","","","","","","126468","","","","124336","125999","133220","137932","141841","146002","152190","148434","147387","","144140","","164020","","","","","","248342","269834","","","318001","340602","343831","350193","329311","","197832","99654","116164","101879","","133307","177436","133908","113390","162875","","","","214262","","",
"Zimbabwe","ZWE","Children out of school, primary, female","SE.PRM.UNER.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","169110","136620","117297","75204","105373","109702","","","","","","","","","","","","","","","","",
