"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019",
"Hong Kong SAR, China","HKG","Children out of school, primary, female","SE.PRM.UNER.FE","","","","","","","","","","","","37691","33933","33222","28111","21832","15687","11387","11764","10503","1552","2640","3026","3544","5372","8351","","","","","","","","","","11654","13401","","","","","","","","","","","","","","","","","","","","","","","",
"Honduras","HND","Children out of school, primary, female","SE.PRM.UNER.FE","","","","","","","","","","","","","","","","","","","","75102","75998","","47506","41745","38691","","37593","","","","","56938","","53747","","","","","","","70949","","","51596","45964","74736","55027","90573","71440","79268","71625","71861","91963","109704","115585","117216","108883","99997","","",
"Heavily indebted poor countries (HIPC)","HPC","Children out of school, primary, female","SE.PRM.UNER.FE","","","","","","","","","","","","","12684187","12825158","13025471","12891154","12773726","12676531","12688969","12740396","12642303","12633098","13146766","13298869","13694787","14107062","14401082","15104314","15507346","16327797","17170776","17188958","18037844","18651600","18883802","19027368","19561568","19018952","19385276","19682808","19397060","18834228","17830796","17020840","16225544","15522169","14644206","14054007","12738581","12803474","13200000","12800000","12300000","12100000","11700000","12100000","12200000","12500000","13100000","",
"Croatia","HRV","Children out of school, primary, female","SE.PRM.UNER.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17909","8100","6445","2775","","","","","","","1234","7463","3419","1320","","","","","","","","",
"Haiti","HTI","Children out of school, primary, female","SE.PRM.UNER.FE","","","","","","","","","","","","","","","","","","","","","","262652","248224","233104","255840","244516","240128","287753","","","","","","","","","","274850","","","","","","","","","","","","","","","","","","","","","","",
"Hungary","HUN","Children out of school, primary, female","SE.PRM.UNER.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","55106","33591","4573","4387","7518","5664","4580","7357","7800","6250","4630","6210","4002","2644","2814","4236","5242","5930","5612","5384","4349","5183","","",
"IBRD only","IBD","Children out of school, primary, female","SE.PRM.UNER.FE","","","","","","","","","","","47465132","49159708","48848836","44444848","43474696","41678164","41720720","44485324","50584480","51661168","50277744","48171048","47087624","45874308","44072908","40146836","35670312","33682996","31921992","29162528","29591720","29149052","29705592","29133002","28993760","30607882","30545230","31575728","29041386","24728920","22555978","21059914","20042738","14112751","12881336","11276022","10717802","8181117","6526245","6626928","6312337","6316834","6312810","6046975","6269247","6350157","6602815","6373489","6757515","",
"IDA & IBRD total","IBT","Children out of school, primary, female","SE.PRM.UNER.FE","","","","","","","","","","","73518032","76224632","75664928","70680216","69985936","67757760","67689128","70289608","76377624","76932528","75208352","72664008","71860304","71094560","69881184","67056864","63876168","63054080","61365232","59640100","61075360","60669744","61813072","61791384","62069420","64409888","65683968","66059716","63627772","59363588","56020952","53722520","51562916","43815148","41013144","38195640","37202272","33333576","31462564","31200656","31400000","30600000","30100000","29700000","29700000","30900000","31000000","31300000","31800000","",
"IDA total","IDA","Children out of school, primary, female","SE.PRM.UNER.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"IDA blend","IDB","Children out of school, primary, female","SE.PRM.UNER.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11729061","11501705","11155690","11044573","11314562","10690293","10021442","9735915","10353957","9741989","10602255","10350278","10700000","10500000","10500000","10300000","10200000","10900000","10500000","10900000","10600000","",
"Indonesia","IDN","Children out of school, primary, female","SE.PRM.UNER.FE","","","","","","","","","","","","3159282","3143562","","3563307","3161883","2910305","","2075334","","","1664882","","","","","","428882","","482930","681490","797785","942065","1093031","1053103","1097050","1153082","1155963","","","","587215","643984","760439","869358","1075765","907992","643154","643027","568157","328856","169749","493411","801403","1010434","","1170613","973920","1073003","",
"IDA only","IDX","Children out of school, primary, female","SE.PRM.UNER.FE","","","","","","","","","","","18367238","19276906","18974756","18331948","18744952","18164302","17869842","17930878","17943246","17910652","17676682","17576188","18182844","18558808","18797880","19421872","19815882","20548284","20022794","20619098","21456112","21248326","21766392","22347600","22448820","22652600","22995596","22541702","22860236","23135912","22312080","21619064","20205820","19012120","18110384","17183816","16130580","15410561","14334257","14223743","14400000","13700000","13400000","13400000","13200000","13600000","13800000","14000000","14400000","",
"Isle of Man","IMN","Children out of school, primary, female","SE.PRM.UNER.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","Children out of school, primary, female","SE.PRM.UNER.FE","","","","","","","","","","","","18205184","","","","","","","","","","","","","","","","","","","17528824","","","","","","","","","","13084129","12716535","12555727","7100914","","","","2020305","1189120","1660706","1504393","1541334","1250998","862219","","","","","","",
"Not classified","INX","Children out of school, primary, female","SE.PRM.UNER.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","Children out of school, primary, female","SE.PRM.UNER.FE","","","","","","","","","","","","2727","4454","4053","6157","6290","6581","7003","6957","8487","10909","14701","19388","22843","","","25244","23920","21911","20539","19475","20816","22651","22990","22229","20873","18450","","","213","","17","","","","","","","","","","6473","","","","","","","","",
"Iran, Islamic Rep.","IRN","Children out of school, primary, female","SE.PRM.UNER.FE","","","","","","","","","","","","","","","","","","","","","","","","","736379","736459","720725","743917","723763","719636","537343","","372651","","","","","477932","","693141","620341","","190596","205984","138986","194384","169956","147115","","72094","99884","97115","66580","","","","","","","",
"Iraq","IRQ","Children out of school, primary, female","SE.PRM.UNER.FE","","","","","","","","","","","","492100","507398","518645","527650","530232","490797","474690","455250","214631","139800","133482","","192639","","235863","230935","216621","192736","233502","","","","398242","","","474120","","","296418","320777","","","","266535","","","284761","","","","","","","","","","","","",
"Iceland","ISL","Children out of school, primary, female","SE.PRM.UNER.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","388","","226","165","117","","","","","418","707","672","476","225","57","","60","149","227","322","331","206","83","","","",
"Israel","ISR","Children out of school, primary, female","SE.PRM.UNER.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Italy","ITA","Children out of school, primary, female","SE.PRM.UNER.FE","","","","","","","","","","","","","","","","","18496","","","9923","","","","","","15299","","","","","","","","","","","29635","12533","","","","","","","","","","","","","","","","3212","13312","21264","29659","37168","","",
"Jamaica","JAM","Children out of school, primary, female","SE.PRM.UNER.FE","","","","","","","","","","","","","","","","6826","11563","10082","","3304","2645","3959","","1702","3735","5203","4893","4042","7971","1929","3830","6570","","13938","","","","","","14148","11828","11778","12430","14397","11484","","","","","","","","","","","11347","17858","18881","20612","",
"Jordan","JOR","Children out of school, primary, female","SE.PRM.UNER.FE","","","","","","","","","","","","","27917","20826","","","","","9598","9555","17604","21362","23300","28499","29868","25803","","","","","","","","","","","","","","31837","29180","","23513","18333","16507","22221","28915","41729","57265","","97823","116596","140392","149467","","","156042","137657","135554","",
"Japan","JPN","Children out of school, primary, female","SE.PRM.UNER.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Kazakhstan","KAZ","Children out of school, primary, female","SE.PRM.UNER.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28115","","353","","","","2202","5132","","","","","","","","","","","","",
"Kenya","KEN","Children out of school, primary, female","SE.PRM.UNER.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1020381","937803","742355","916519","489850","560930","562811","611684","335695","451635","397818","","","620422","","","","","","","",
"Kyrgyz Republic","KGZ","Children out of school, primary, female","SE.PRM.UNER.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21933","","","13247","15365","14100","14347","14226","2398","8286","5899","7648","8496","9152","8074","8273","3743","","","","","","","",
"Cambodia","KHM","Children out of school, primary, female","SE.PRM.UNER.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","241608","221778","191402","126038","","","","","","55951","57223","65546","","66232","","","","51484","28714","65975","90079","91265","",
"Kiribati","KIR","Children out of school, primary, female","SE.PRM.UNER.FE","","","","","","","","","","","","","","","","","","","","","","","","","","59","80","297","","99","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"St. Kitts and Nevis","KNA","Children out of school, primary, female","SE.PRM.UNER.FE","","","","","","","","","","","","","","","","","","","","","","","","","","670","466","","","","","","","","","","","","","","","","","","","","","","166","","","","","","","","","","","",
"Korea, Rep.","KOR","Children out of school, primary, female","SE.PRM.UNER.FE","","","","","","","","","","","","156893","102598","119339","124407","104931","76089","94383","81412","35977","","","","","16256","27303","33832","6980","","","","","","","","","","","","","1629","28933","38019","26201","29175","","","","","3745","","","24441","58717","52945","18519","35711","32711","","",
"Kuwait","KWT","Children out of school, primary, female","SE.PRM.UNER.FE","","","","","","","","","","","","18196","17382","17248","18612","19425","19430","17417","14692","16572","16025","15397","14660","12448","11661","12162","13100","18044","20298","","","","51841","","25542","","9999","10758","","5674","5212","2833","825","","","4652","","","","","","","","","","","1146","8032","","",
"Latin America & Caribbean (excluding high income)","LAC","Children out of school, primary, female","SE.PRM.UNER.FE","","","","","","","","","","","3326640","3364350","3340526","3244194","3165367","3170645","3058329","2888193","2799731","2456833","2377916","2138196","2109200","2115181","2173729","2094099","2181561","2176784","2275456","2516312","2406365","2336264","2224461","2227856","2451320","2524390","2391365","2354844","1648008","1190110","1037965","1078794","1126263","1122370","1176433","717553","1009236","875842","649548","561264","679890","726717","710988","762226","836208","811653","795276","753974","908933","",
"Lao PDR","LAO","Children out of school, primary, female","SE.PRM.UNER.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","138251","129421","122859","","121507","115905","107653","107027","106309","109797","107159","97508","92382","85569","78642","66927","55770","44641","27246","25916","25826","18398","16658","21968","26229","30978","35174","",
"Lebanon","LBN","Children out of school, primary, female","SE.PRM.UNER.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Liberia","LBR","Children out of school, primary, female","SE.PRM.UNER.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","115563","","","","","","","","","160123","","","","","","26071","40382","53338","77218","","",
"Libya","LBY","Children out of school, primary, female","SE.PRM.UNER.FE","","","","","","","","","","","","61692","47004","","","","","","24830","","","17178","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"St. Lucia","LCA","Children out of school, primary, female","SE.PRM.UNER.FE","","","","","","","","","","","","","","","","","","","","","","352","263","","","","","","","","476","","","","","","","","","","1259","1268","","","737","877","634","679","","","","","","","","","163","48","18","",
"Latin America & Caribbean","LCN","Children out of school, primary, female","SE.PRM.UNER.FE","","","","","","","","","","","3386786","3413134","3388772","3288809","3215815","3218814","3099422","2926566","2838324","2505093","2439896","2183540","2182065","2211852","2300880","2219127","2322570","2326319","2434530","2664363","2542036","2472452","2380064","2381414","2609718","2684602","2550188","2786854","1772438","1300520","1154603","1203431","1256676","1262818","1265386","798954","1081720","922965","695518","622133","726236","781769","767917","828579","910999","886836","883013","835331","1014139","",
"Least developed countries: UN classification","LDC","Children out of school, primary, female","SE.PRM.UNER.FE","","","","","","","","","","","17539608","18434466","18102544","17466420","17846108","17225100","16932360","16978842","16960448","16933588","16705799","16662830","17315602","17681582","17893820","18561716","18892714","19633100","19073708","19668560","20463968","20335742","20881952","21377152","21527916","21687508","21988312","21535088","21888120","22163020","21430990","20722654","19374434","18151820","17243252","16275708","15214810","14663400","13610388","13495233","13800000","13400000","13100000","12900000","12800000","13300000","13700000","14200000","14700000","",
"Low income","LIC","Children out of school, primary, female","SE.PRM.UNER.FE","","","","","","","","","","","","","11722083","11789251","11931247","11799273","11688605","11542637","11522699","11571996","11435701","11407371","11919273","12009700","12320731","12722483","12970815","13620079","13914858","14481232","15195627","15248812","15999850","16619346","16819244","16944712","17394298","17020320","17361404","17647176","17330780","16898894","15770749","14878638","14128305","13436954","12454148","11944159","10959031","10789712","11100000","10700000","10500000","10500000","10300000","10700000","10900000","11200000","11600000","",
"Liechtenstein","LIE","Children out of school, primary, female","SE.PRM.UNER.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17","","","","","",
"Sri Lanka","LKA","Children out of school, primary, female","SE.PRM.UNER.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2259","","22451","28912","33159","41589","62725","51271","52086","50130","39053","30287","","","","","",
"Lower middle income","LMC","Children out of school, primary, female","SE.PRM.UNER.FE","","","","","","","","","","","39062564","40247936","39946932","38751932","39767588","38889040","38761024","37728868","39267468","39186232","38480844","37385640","36179300","35696808","35457080","36308152","36417408","38082936","37250448","36289112","38202388","38087700","38032664","36730248","35450224","36315368","36243376","36227128","36415744","34979860","32505640","31313746","31098348","24947908","22958286","21340072","20531556","17927640","17487172","17502300","17100000","16600000","16400000","16100000","16400000","17200000","17000000","17000000","17000000","",
"Low & middle income","LMY","Children out of school, primary, female","SE.PRM.UNER.FE","","","","","","","","","","","73448456","76170776","75634920","70668440","69966816","67719792","67641232","70237064","76319216","76876808","75157192","72652104","71846848","71060808","69819024","67003472","63800228","62958136","61258996","59511664","60935420","60526048","61633552","61634368","61893852","64206956","65479584","65610512","63506272","59251736","55900432","53599896","51424584","43663448","40907616","38100760","37124128","33285404","31417664","31132792","31300000","30500000","30100000","29700000","29700000","30800000","30900000","31200000","31700000","",
"Lesotho","LSO","Children out of school, primary, female","SE.PRM.UNER.FE","","","","","","","","","","","28506","","34049","35234","26686","","27861","27673","38301","37903","39971","42171","38255","40949","41195","39532","42211","41995","42593","45830","49137","48402","49637","55253","54977","59220","58189","","73738","80023","42140","38186","33089","27460","26719","22969","18968","22061","18909","17451","15100","15380","14832","12897","12767","10829","7097","3109","","",
"Late-demographic dividend","LTE","Children out of school, primary, female","SE.PRM.UNER.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","12147530","8842187","7737667","6803579","6139954","6207724","6469348","6941439","7889097","8949336","9757822","10506408","7822581","5044992","4601947","4293088","4015707","3397312","3411535","2896776","3701462","2889399","2350973","2264028","2392965","2372869","2247520","2101552","2065991","2020164","1933269","1898994","1909085","",
"Lithuania","LTU","Children out of school, primary, female","SE.PRM.UNER.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4175","","","","","155","","","","","","","","","","","","","","","","",
"Luxembourg","LUX","Children out of school, primary, female","SE.PRM.UNER.FE","","","","","","","","","","","","","1260","1393","1143","1280","1315","1276","1330","","","2823","1931","2095","2172","","2110","2477","1683","","","","","","","","","","","149","281","373","356","643","529","225","130","127","241","","611","671","571","516","495","175","","","","",
"Latvia","LVA","Children out of school, primary, female","SE.PRM.UNER.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","449","429","391","712","893","945","982","814","667","","",
"Macao SAR, China","MAC","Children out of school, primary, female","SE.PRM.UNER.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1315","","2618","","","","","","","2077","2322","2838","2794","2670","2579","2416","2225","1970","1900","1906","1814","1614","1430","1229","828","538","255","309","456","",
"St. Martin (French part)","MAF","Children out of school, primary, female","SE.PRM.UNER.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","Children out of school, primary, female","SE.PRM.UNER.FE","","","","","","","","","","","","","","","","887338","857051","834895","808572","788090","763826","734521","728964","704985","686360","711003","743930","778112","810853","851104","852260","1033568","1037874","1010199","960436","900367","842301","795075","765224","579272","489457","418155","342534","302788","298839","274579","242617","206496","190771","192446","131216","109009","118850","93749","104023","","81149","46615","","",
"Monaco","MCO","Children out of school, primary, female","SE.PRM.UNER.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Moldova","MDA","Children out of school, primary, female","SE.PRM.UNER.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9634","6466","4693","1616","1775","4576","6508","7452","6882","6847","6288","6093","5851","5680","5779","6429","6455","6925","6601","",
"Madagascar","MDG","Children out of school, primary, female","SE.PRM.UNER.FE","","","","","","","","","","","","","208068","","","","","","","","","","","","","","","","","279051","293512","","","","","392373","408512","","","365765","358081","356457","363907","263263","","","","","","","","","","","","","","","","",
"Maldives","MDV","Children out of school, primary, female","SE.PRM.UNER.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1363","","731","475","","30","","","","","","","","","","","","","","418","710","","",
"Middle East & North Africa","MEA","Children out of school, primary, female","SE.PRM.UNER.FE","","","","","","","","","","","5792671","5975991","5617965","5582917","5617375","5335256","5137073","5027969","4965545","5247698","4923819","5108651","4975857","4958034","4870223","4884842","4814053","4755586","4689498","4807540","4413938","4370707","5076965","5055434","4649053","5021585","4471460","4504918","4469132","4227793","3888721","3371207","2862773","2602116","2412062","2384286","2328479","2064428","1735799","1591361","1304834","1257212","1094522","1308410","","","","","","",
"Mexico","MEX","Children out of school, primary, female","SE.PRM.UNER.FE","","","","","","","","","","","","876504","","","","","","","","","","","","","","","","","","","","","","","","","","280750","238331","","","","","","","","","","","","","","","","","","","","","",
"Marshall Islands","MHL","Children out of school, primary, female","SE.PRM.UNER.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","324","","","","1115","1036","","","",
"Middle income","MIC","Children out of school, primary, female","SE.PRM.UNER.FE","","","","","","","","","","","62182140","64705352","63912836","58879188","58035568","55920520","55952624","58694424","64796520","65304808","63721496","61244728","59927576","59051108","57498296","54280988","50829416","49338056","47344136","45030432","45739792","45277236","45633700","45015020","45074608","47262244","48085288","48590192","46144872","41604560","38569652","36701000","35653840","28784808","26779314","24663806","24669978","21341244","20458632","20343080","20200000","19800000","19600000","19200000","19400000","20100000","20000000","20000000","20100000","",
"North Macedonia","MKD","Children out of school, primary, female","SE.PRM.UNER.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6434","6531","2027","2695","2924","3835","3671","3690","4702","4363","5749","4862","2744","","5468","5712","5005","2927","","","","",
"Mali","MLI","Children out of school, primary, female","SE.PRM.UNER.FE","","","","","","","","","","","","374392","","","","","","","","","","","","","","","","","","","","","","","","","","","","531695","","","504973","521502","516231","502458","498932","489999","","445219","444728","444190","485689","","563751","624734","632084","566837","711827","",
"Malta","MLT","Children out of school, primary, female","SE.PRM.UNER.FE","","","","","","","","","","","","3282","3533","3587","3211","2676","1885","1004","659","497","912","1244","1031","1536","1268","691","651","847","795","678","603","695","801","785","949","862","386","141","","","","","","","","","","","","","","","","","","","","","","",
"Myanmar","MMR","Children out of school, primary, female","SE.PRM.UNER.FE","","","","","","","","","","","","819031","","742266","908979","","","","870687","","","","","","","","","","","","","","","","","","","","","","280210","249973","287858","242725","280749","281539","303115","141530","271761","309155","300852","","","","","","","","","",
"Middle East & North Africa (excluding high income)","MNA","Children out of school, primary, female","SE.PRM.UNER.FE","","","","","","","","","","","5386149","5551446","5182761","5132708","5148098","4849236","4633767","4508025","4425329","4678320","4340791","4505389","4358602","4327295","4231365","4237363","4166608","4097212","4020577","4124879","3719584","3649961","4352690","4347347","3961858","4363337","3850149","3917079","3923714","3719846","3408646","2922565","2447549","2217942","2067713","2075657","2072241","1869137","1588819","1439207","1243836","1198818","1079810","1264584","","","","","","",
"Montenegro","MNE","Children out of school, primary, female","SE.PRM.UNER.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","302","","196","181","503","531","","","","237","","","713","1180","507","","",
"Mongolia","MNG","Children out of school, primary, female","SE.PRM.UNER.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16426","13844","17342","12692","10848","7834","5545","6812","15079","7656","8772","2248","805","","","","","1748","5395","5446","4024","","","","",
"Northern Mariana Islands","MNP","Children out of school, primary, female","SE.PRM.UNER.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mozambique","MOZ","Children out of school, primary, female","SE.PRM.UNER.FE","","","","","","","","","","","","","","502342","","","","","","407307","","436383","450772","370784","","362163","376175","501959","","558603","","590638","618971","648504","655153","645093","","","904565","864927","820531","765855","840950","","649157","565905","501632","412209","350538","328009","309634","366644","370938","351530","336489","305669","313674","335103","219096","",
"Mauritania","MRT","Children out of school, primary, female","SE.PRM.UNER.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","106037","97440","91507","","84898","85886","86316","80374","80232","73532","57435","60700","56098","54204","63333","67539","67901","66863","70409","66444","61871","","75256","61573","60060","",
"Mauritius","MUS","Children out of school, primary, female","SE.PRM.UNER.FE","","","","","","","","","","","","","16974","16423","15710","14638","14305","11905","13408","15285","14806","12073","7979","5781","3358","","842","","","","1332","3993","","3883","3424","2872","1710","1207","","","","","","","692","81","","","","113","","","1789","491","","","","","","",
"Malawi","MWI","Children out of school, primary, female","SE.PRM.UNER.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26603","","","","","","","","","","","","",
"Malaysia","MYS","Children out of school, primary, female","SE.PRM.UNER.FE","","","","","","","","","","","158131","153783","146328","","","","","","","","","","","","","","","","","","","","","","34368","","","","65224","55164","22149","32291","51873","44547","8637","4462","50760","62555","75684","42115","56973","37066","16774","","2807","","","","","",
"North America","NAC","Children out of school, primary, female","SE.PRM.UNER.FE","","","","","","","","","","","","","","","","","","","","","","","","","","746698","597302","418630","320628","230868","128055","137849","248273","386338","428342","364377","471187","398679","324129","245729","293194","143850","328917","268990","219940","70138","24488","34057","81498","138025","293033","390908","366611","333932","213026","236739","52689","31736","66019","",
"Namibia","NAM","Children out of school, primary, female","SE.PRM.UNER.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"New Caledonia","NCL","Children out of school, primary, female","SE.PRM.UNER.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Niger","NER","Children out of school, primary, female","SE.PRM.UNER.FE","","","","","","","","","","","","","","363673","372911","","","","","","","","","","","","465705","","","518597","534489","546566","574537","","","","","644701","660532","670081","687293","685094","685536","682634","683994","709544","724546","741066","727953","713837","693060","657520","657312","687960","711780","718427","728586","701725","","",
"Nigeria","NGA","Children out of school, primary, female","SE.PRM.UNER.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3985312","3789342","","","","3864750","3896022","3878533","4075093","4874836","4871064","4969385","","","","","","","","","",
"Nicaragua","NIC","Children out of school, primary, female","SE.PRM.UNER.FE","","","","","","","","","","","","94734","","97936","","","","","","","93979","","104939","106555","115886","102052","108826","107028","108256","118093","114555","109061","96669","95566","92943","99192","","","","65210","53066","38484","12688","","","","5408","5961","3218","","8956","","","","","","","","","",
"Netherlands","NLD","Children out of school, primary, female","SE.PRM.UNER.FE","","","","","","","","","","","","43899","49457","53432","59471","60336","52773","48884","44418","38872","36800","39038","50200","60032","65543","66310","35382","23855","14685","11156","11434","15368","22923","24179","6494","5191","4795","3353","","","","","","","","","","","","","","","","","","","","2934","","",
"Norway","NOR","Children out of school, primary, female","SE.PRM.UNER.FE","","","","","","","","","","","","","","","","","19","","1381","1809","","2707","3087","","4325","6111","6055","4509","3787","2072","325","","444","1739","2345","2871","2685","29921","","","","","","229","1186","2839","2269","1794","996","1204","1343","793","","","250","","","","","",
"Nepal","NPL","Children out of school, primary, female","SE.PRM.UNER.FE","","","","","","","","","","","","","","","","","","","","","","","","661666","660402","","","","663539","","","","","","","","","","","653202","556681","","","434279","427047","","","","","","","","","","","","","","","",
"Nauru","NRU","Children out of school, primary, female","SE.PRM.UNER.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","101","","","","","","","",
"New Zealand","NZL","Children out of school, primary, female","SE.PRM.UNER.FE","","","","","","","","","","","","","","979","1553","","","","","","","","","3272","","","","","","","","1780","4065","","4556","2263","1893","","","","","","","","","","","","","","","","","2129","3204","2730","1055","","","",
"OECD members","OED","Children out of school, primary, female","SE.PRM.UNER.FE","","","","","","","","","","","","","5580947","5316229","5301368","5225729","4898002","4584122","4465982","4040349","3118509","3025591","2652830","2749113","2650276","2638859","2294479","1948486","1730387","1767830","1620397","1682090","1833365","2002701","2149588","2100145","2141026","2268561","1543892","1139555","1150691","984705","1211204","1143992","1062026","787432","703123","595194","603788","711874","812700","922243","933791","855855","728336","692926","537372","510292","703321","",
"Oman","OMN","Children out of school, primary, female","SE.PRM.UNER.FE","","","","","","","","","","","","","","61649","60922","59568","60189","","60453","60111","","60453","60622","59272","56021","54510","47407","49023","51897","52663","52411","51522","50543","44715","42414","40803","37534","34875","30171","27392","25815","23578","25209","28907","","","","","","","","457","","","","","","","","",
"Other small states","OSS","Children out of school, primary, female","SE.PRM.UNER.FE","","","","","","","","","","","291133","303502","301269","295055","281650","263385","252486","250202","262491","268573","266834","260530","254400","257516","254518","250210","263809","273675","287019","305658","331645","341116","357806","364702","354743","363917","360763","361857","360194","363622","324796","303928","292916","281893","279714","270815","254362","250471","247546","243290","233291","223419","218560","221183","221076","219136","218597","210417","219567","",
"Pakistan","PAK","Children out of school, primary, female","SE.PRM.UNER.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5501043","5283148","4636836","4272711","4805229","4300634","4282880","4214421","4192333","4477849","4509422","4085766","3792146","4250097","3846378","3848329","3664652","",
"Panama","PAN","Children out of school, primary, female","SE.PRM.UNER.FE","","","","","","","","","","","31981","22241","19471","17289","","16000","16295","","13988","16057","18436","20786","22638","24944","25730","24743","25722","24064","25195","22510","22451","","","","","","","","","11736","9051","6590","3143","","","3518","2028","","4641","9424","8101","9111","10680","14035","18504","22074","","29381","","",
"Peru","PER","Children out of school, primary, female","SE.PRM.UNER.FE","","","","","","","","","","","317992","","","","","","","","","","","198126","","","","","","","","","","","","173556","","268782","","","52243","24811","8201","","","26451","","","","","","12125","","3222","","","","","","","","",
"Philippines","PHL","Children out of school, primary, female","SE.PRM.UNER.FE","","","","","","","","","","","","","","","","","","","","","","272987","217303","288537","461472","","253420","285502","139068","75438","837553","","","","","","","","537932","599451","","485010","438620","506315","541375","512630","612099","601184","524589","397173","","","","","107444","148709","197113","215049","","",
"Palau","PLW","Children out of school, primary, female","SE.PRM.UNER.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Papua New Guinea","PNG","Children out of school, primary, female","SE.PRM.UNER.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","167914","","","","","","","","","","","","","","","","","","","","","","","","","","","58959","","","",
"Poland","POL","Children out of school, primary, female","SE.PRM.UNER.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","46677","50950","52008","64237","75048","84213","89296","84687","79975","71954","63332","55421","53587","44022","37198","38026","","","28629","","",
